name,stint 1,stint 2,stint 3,stint 4 ,stint 5,stint 6,raceId
Jules Bianchi,Intermediate (6),Medium (11),Hard (12),Hard (14),Medium (12),,881
Charles Pic,Intermediate (7),Medium (13),Hard (12),Medium (11),Medium (12),,881
Giedo van der Garde,Intermediate (6),Hard (12),Hard (10),Hard (14),Medium (13),,881
Max Chilton,Intermediate (6),Medium (13),Hard (12),Medium (10),Hard (13),,881
Jenson Button,Intermediate (7),Medium (14),Medium (14),Hard (18),,,881
Daniel Ricciardo,Intermediate (6),Medium (13),Medium (14),Hard (18),,,881
Pastor Maldonado,Intermediate (6),Medium (7),Medium (19),Medium (13),,,881
Adrian Sutil,Intermediate (6),Medium (16),Hard (5),,,,881
Paul di Resta,Intermediate (6),Medium (14),Hard (2),,,,881
Fernando Alonso,Intermediate (1),,,,,,881
Kimi Raikkonen,Super soft (9),Medium (25),Medium (24),,,,880
Fernando Alonso,Super soft (9),Medium (11),Medium (19),Medium (19),,,880
Sebastian Vettel,Super soft (7),Medium (14),Medium (16),Medium (21),,,880
Felipe Massa,Super soft (8),Medium (15),Medium (13),Medium (22),,,880
Lewis Hamilton,Super soft (13),Medium (18),Medium (11),Medium (16),,,880
Mark Webber,Super soft (5),Medium (13),Medium (20),Medium (20),,,880
Adrian Sutil,Medium (21),Medium (25),Super soft (12),,,,880
Paul di Resta,Super soft (8),Medium (25),Medium (25),,,,880
Jenson Button,Super soft (4),Medium (16),Medium (17),Medium (21),,,880
Romain Grosjean,Super soft (5),Medium (14),Medium (18),Medium (21),,,880
Sergio Perez,Medium (16),Super soft (7),Medium (18),Medium (17),,,880
Jean-Eric Vergne,Super soft (9),Medium (15),Medium (20),Medium (14),,,880
Esteban Gutierrez,Super soft (5),Medium (22),Medium (30),,,,880
Valtteri Bottas,Super soft (6),Medium (18),Medium (16),Medium (17),,,880
Jules Bianchi,Super soft (9),Medium (18),Medium (23),Super soft (7),,,880
Charles Pic,Super soft (8),Medium (25),Medium (23),,,,880
Max Chilton,Super soft (6),Medium (13),Medium (15),Medium (22),,,880
Giedo van der Garde,Super soft (7),Medium (9),Medium (18),Medium (22),,,880
Daniel Ricciardo,Medium (15),Medium (15),Super soft (9),,,,880
Nico Rosberg,Super soft (14),Medium (12),,,,,880
Pastor Maldonado,Medium (10),Medium (14),,,,,880
Nico Hulkenberg,,,,,,,880
Lewis Hamilton,Super soft (10),Soft (21),Soft (24),,,,918
Felipe Massa,Super soft (13),Soft (30),Super soft (12),,,,918
Valtteri Bottas,Super soft (10),Soft (25),Soft (20),,,,918
Daniel Ricciardo,Soft (27),Soft (20),Super soft (8),,,,918
Jenson Button,Super soft (6),Soft (22),Soft (27),,,,918
Nico Hulkenberg,Soft (15),Soft (22),Super soft (18),,,,918
Sergio Perez,Soft (14),Soft (27),Super soft (14),,,,918
Sebastian Vettel,Soft (21),Soft (25),Super soft (9),,,,918
Fernando Alonso,Super soft (5),Soft (22),Soft (28),,,,918
Kimi Raikkonen,Super soft (6),Soft (20),Soft (29),,,,918
Kevin Magnussen,Soft (21),Super soft (8),Soft (26),,,,918
Jean-Eric Vergne,Soft (13),Soft (17),Soft (14),Super soft (11),,,918
Romain Grosjean,Super soft (8),Super soft (13),Soft (33),Soft,,,918
Nico Rosberg,Super soft (11),Soft (23),Soft (20),,,,918
Esteban Gutierrez,Super soft (7),Soft (21),Soft (26),,,,918
Adrian Sutil,Super soft (5),Soft (17),Soft (15),Soft (17),,,918
Will Stevens,Super soft (14),Soft (23),Super soft (17),,,,918
Kamui Kobayashi,Super soft (15),Soft (21),Super soft (6),,,,918
Pastor Maldonado,Super soft (7),Soft (19),,,,,918
Daniil Kvyat,Super soft (6),Soft (8),,,,,918
Nico Rosberg,Soft (7),Medium (19),Medium (24),Medium (21),,,917
Lewis Hamilton,Soft (8),Medium (20),Medium (23),Medium (20),,,917
Felipe Massa,Soft (5),Medium (20),Medium (25),Medium (21),,,917
Jenson Button,Soft (6),Medium (21),Medium (23),Medium (21),,,917
Sebastian Vettel,Soft (6),Medium (18),Medium (24),Medium (23),,,917
Fernando Alonso,Soft (7),Medium (21),Medium (24),Medium (19),,,917
Kimi Raikkonen,Soft (8),Medium (27),Medium (36),,,,917
Nico Hulkenberg,Medium (16),Medium (20),Medium (24),Soft (11),,,917
Kevin Magnussen,Soft (7),Medium (19),Medium (21),Medium (24),,,917
Valtteri Bottas,Soft (6),Medium (20),Medium (16),Medium (28),,,917
Daniil Kvyat,Medium (18),Medium (20),Medium (21),Soft (11),,,917
Pastor Maldonado,Soft (4),Medium (23),Medium (18),Medium (25),,,917
Jean-Eric Vergne,Soft (9),Medium (18),Medium (19),Medium (24),,,917
Esteban Gutierrez,Soft (8),Medium (19),Medium (21),Medium (22),,,917
Sergio Perez,Soft (5),Medium (20),Medium (22),Medium (23),,,917
Adrian Sutil,Medium (18),Medium (21),Soft (10),Medium (21),,,917
Romain Grosjean,Medium (24),Medium (16),Medium (19),Soft (4),,,917
Daniel Ricciardo,Soft (7),Medium (20),Medium (12),,,,917
Lewis Hamilton,Soft (16),Medium (17),Medium (23),,,,916
Nico Rosberg,Soft (15),Medium (19),Medium (22),,,,916
Daniel Ricciardo,Soft (14),Medium (17),Medium (25),,,,916
Felipe Massa,Soft (14),Soft (18),Medium (24),,,,916
Valtteri Bottas,Soft (15),Soft (15),Medium (26),,,,916
Fernando Alonso,Soft (16),Medium (27),Soft (13),,,,916
Sebastian Vettel,Medium (1),Soft (1),Medium (24),Medium (22),Soft (8),,916
Kevin Magnussen,Soft (1),Medium (26),Medium (29),,,,916
Jean-Eric Vergne,Soft (15),Soft (14),Medium (27),,,,916
Pastor Maldonado,Soft (15),Medium (20),Medium (21),,,,916
Romain Grosjean,Soft (16),Soft (13),Medium (26),,,,916
Jenson Button,Soft (1),Medium (27),Medium (27),,,,916
Kimi Raikkonen,Soft (17),Medium (25),Soft (10),Soft (3),,,916
Esteban Gutierrez,Soft (1),Medium (19),Medium (20),Soft (15),,,916
Daniil Kvyat,Medium (21),Medium (20),Soft (10),Soft (4),,,916
Nico Hulkenberg,Medium (1),Medium (15),,,,,916
Sergio Perez,Soft (1),,,,,,916
Adrian Sutil,Soft,,,,,,916
Lewis Hamilton,Soft (27),Medium (26),,,,,915
Nico Rosberg,Soft (1),Medium (52),,,,,915
Valtteri Bottas,Soft (26),Medium (27),,,,,915
Jenson Button,Soft (22),Medium (31),,,,,915
Kevin Magnussen,Soft (26),Medium (27),,,,,915
Fernando Alonso,Soft (25),Medium (28),,,,,915
Daniel Ricciardo,Soft (11),Medium (42),,,,,915
Sebastian Vettel,Soft (30),Medium (23),,,,,915
Kimi Raikkonen,Soft (26),Medium (27),,,,,915
Sergio Perez,Medium (25),Soft (28),,,,,915
Felipe Massa,Medium (1),Soft (26),Soft (26),,,,915
Nico Hulkenberg,Medium (24),Soft (29),,,,,915
Jean-Eric Vergne,Soft (23),Medium (30),,,,,915
Daniil Kvyat,Soft (20),Medium (17),Soft (15),,,,915
Esteban Gutierrez,Soft (39),Medium (13),,,,,915
Adrian Sutil,Medium (12),Soft (40),,,,,915
Romain Grosjean,Soft (20),Medium (32),,,,,915
Pastor Maldonado,Medium (21),Soft (31),,,,,915
Marcus Ericsson,Soft (27),Medium (16),Soft (8),,,,915
Kamui Kobayashi,Medium (21),,,,,,915
Max Chilton,Medium (4),Soft (5),,,,,915
Lewis Hamilton,Wet (14),Intermediate (21),Intermediate (9),,,,914
Nico Rosberg,Wet (13),Intermediate (20),Intermediate (11),,,,914
Sebastian Vettel,Wet (12),Intermediate (17),Intermediate (15),,,,914
Daniel Ricciardo,Wet (11),Intermediate (25),Intermediate (8),,,,914
Jenson Button,Wet (9),Intermediate (22),Intermediate (11),Wet (2),,,914
Valtteri Bottas,Wet (11),Intermediate (27),Intermediate (6),,,,914
Felipe Massa,Wet (12),Intermediate (25),Intermediate (7),,,,914
Nico Hulkenberg,Wet (12),Intermediate (14),Intermediate (17),Intermediate (1),,,914
Jean-Eric Vergne,Wet (11),Intermediate (8),Intermediate (25),,,,914
Sergio Perez,Wet (11),Intermediate (14),Intermediate (18),,,,914
Daniil Kvyat,Wet (11),Intermediate (12),Intermediate (16),Intermediate (4),,,914
Kimi Raikkonen,Wet (11),Intermediate (12),Intermediate (11),Intermediate (9),Wet (0),,914
Esteban Gutierrez,Wet (11),Intermediate (23),Intermediate (9),,,,914
Kevin Magnussen,Wet (11),Intermediate (4),Intermediate (18),Intermediate (7),Wet (3),,914
Romain Grosjean,Wet (11),Intermediate (10),Intermediate (13),Intermediate (9),Wet (0),,914
Pastor Maldonado,Wet (9),Intermediate (13),Intermediate (18),Wet (3),,,914
Marcus Ericsson,Wet (11),Intermediate (14),Intermediate (14),Wet (4),,,914
Max Chilton,Wet (11),Intermediate (12),Intermediate (20),,,,914
Kamui Kobayashi,Wet (11),Intermediate (15),Intermediate (12),Intermediate (1),Wet (4),,914
Jules Bianchi,Wet (13),Intermediate (11),Intermediate (17),,,,914
Adrian Sutil,Wet (12),Intermediate (10),Intermediate (10),Intermediate (8),,,914
Fernando Alonso,Wet (1),,,,,,914
Lewis Hamilton,Super soft (13),Super soft (13),Super soft (26),Soft (8),,,913
Sebastian Vettel,Super soft (12),Super soft (13),Soft (35),,,,913
Daniel Ricciardo,Super soft (12),Super soft (15),Soft (33),,,,913
Fernando Alonso,Super soft (12),Super soft (12),Super soft (7),Soft (29),,,913
Felipe Massa,Super soft (10),Super soft (12),Soft (38),,,,913
Jean-Eric Vergne,Super soft (11),Super soft (13),Super soft (20),Soft (16),,,913
Sergio Perez,Super soft (15),Soft (14),Super soft (1),Soft (14),Super soft (16),,913
Kimi Raikkonen,Super soft (11),Super soft (14),Super soft (6),Soft (29),,,913
Nico Hulkenberg,Super soft (9),Super soft (16),Soft (6),Soft (29),,,913
Kevin Magnussen,Super soft (13),Soft (13),Super soft (20),Super soft (14),,,913
Valtteri Bottas,Super soft (11),Super soft (12),Soft (37),,,,913
Pastor Maldonado,Super soft (11),Super soft (12),Super soft (7),Super soft (1),Soft (29),,913
Romain Grosjean,Super soft (10),Super soft (12),Super soft (8),Soft (30),,,913
Daniil Kvyat,Super soft (10),Soft (13),Super soft (20),Soft (17),,,913
Marcus Ericsson,Super soft (12),Super soft (18),Soft (30),,,,913
Jules Bianchi,Super soft (15),Super soft (15),Soft (15),Super soft (15),,,913
Max Chilton,Super soft (16),Super soft (2),Soft (23),Super soft (18),,,913
Jenson Button,Super soft (14),Soft (17),Soft (21),,,,913
Adrian Sutil,Super soft (8),Super soft (16),Soft (7),Super soft (9),,,913
Esteban Gutierrez,Super soft (15),Soft (2),,,,,913
Nico Rosberg,Super soft (13),,,,,,913
Kamui Kobayashi,Super soft,,,,,,913
Lewis Hamilton,Medium (25),Hard (28),,,,,912
Nico Rosberg,Medium (24),Hard (29),,,,,912
Felipe Massa,Medium (23),Hard (30),,,,,912
Valtteri Bottas,Medium (24),Hard (29),,,,,912
Daniel Ricciardo,Medium (26),Hard (27),,,,,912
Sebastian Vettel,Medium (18),Hard (35),,,,,912
Sergio Perez,Medium (19),Hard (34),,,,,912
Jenson Button,Medium (22),Hard (31),,,,,912
Kimi Raikkonen,Medium (20),Hard (33),,,,,912
Kevin Magnussen,Medium (21),Hard (32),,,,,912
Daniil Kvyat,Hard (30),Medium (23),,,,,912
Nico Hulkenberg,Hard (19),Medium (34),,,,,912
Jean-Eric Vergne,Medium (24),Hard (29),,,,,912
Pastor Maldonado,Medium (21),Hard (31),,,,,912
Adrian Sutil,Hard (24),Medium (28),,,,,912
Romain Grosjean,Hard (20),Medium (32),,,,,912
Kamui Kobayashi,Medium (22),Hard (30),,,,,912
Jules Bianchi,Medium (27),Hard (25),,,,,912
Marcus Ericsson,Hard (30),Medium (21),,,,,912
Esteban Gutierrez,Hard (9),Medium (27),Medium (13),Medium (2),,,912
Fernando Alonso,Medium (21),Hard (7),,,,,912
Max Chilton,Medium (5),,,,,,912
Daniel Ricciardo,Soft (11),Soft (16),Medium (17),,,,911
Nico Rosberg,Soft (8),Medium (11),Medium (15),Soft (10),,,911
Valtteri Bottas,Soft (12),Soft (16),Medium (16),,,,911
Kimi Raikkonen,Soft (8),Soft (13),Medium (23),,,,911
Sebastian Vettel,Soft (10),Soft (12),Medium (12),Soft (10),,,911
Jenson Button,Soft (13),Soft (16),Medium (15),,,,911
Fernando Alonso,Soft (12),Soft (13),Medium (19),,,,911
Sergio Perez,Soft (9),Soft (13),Medium (22),,,,911
Daniil Kvyat,Soft (10),Soft (14),Medium (20),,,,911
Nico Hulkenberg,Soft (10),Medium (20),Soft (14),,,,911
Jean-Eric Vergne,Soft (15),Medium (14),Soft (15),,,,911
Kevin Magnussen,Soft (11),Soft (12),Medium (21),,,,911
Felipe Massa,Soft (9),Medium (12),Soft (14),Soft (9),,,911
Adrian Sutil,Medium (11),Soft (10),Soft (13),Soft (10),,,911
Esteban Gutierrez,Soft (14),Soft (16),Medium (14),,,,911
Max Chilton,Soft (11),Medium (18),Soft (14),,,,911
Marcus Ericsson,Soft (11),Medium (13),Soft (19),,,,911
Jules Bianchi,Soft (1),Soft (22),Medium (16),,,,911
Lewis Hamilton,Soft (2),Medium (15),Soft (14),Medium (7),,,911
Romain Grosjean,Soft (1),Medium (12),Soft (14),Soft (6),,,911
Pastor Maldonado,Soft (1),,,,,,911
Andre Lotterer,Soft (1),,,,,,911
Daniel Ricciardo,Intermediate (8),Soft (15),Soft (31),Soft (16),,,910
Fernando Alonso,Intermediate (9),Soft (29),Soft (32),,,,910
Lewis Hamilton,Intermediate (8),Soft (31),Medium (31),,,,910
Nico Rosberg,Intermediate (9),Soft (23),Soft (24),Soft (14),,,910
Felipe Massa,Intermediate (8),Soft (15),Medium (22),Medium (25),,,910
Kimi Raikkonen,Intermediate (8),Soft (33),Soft (29),,,,910
Sebastian Vettel,Intermediate (9),Soft (24),Medium (37),,,,910
Valtteri Bottas,Intermediate (9),Soft (14),Medium (36),Soft (11),,,910
Jean-Eric Vergne,Intermediate (8),Soft (26),Medium (36),,,,910
Jenson Button,Intermediate (8),Intermediate (7),Soft (22),Medium (33),,,910
Adrian Sutil,Intermediate (8),Soft (31),Soft (31),,,,910
Kevin Magnussen,Intermediate (15),Soft (24),Medium (31),,,,910
Pastor Maldonado,Intermediate (8),Soft (9),Soft (26),Soft (27),,,910
Daniil Kvyat,Intermediate (8),Soft (22),Medium (39),,,,910
Jules Bianchi,Intermediate (9),Soft (8),Soft (25),Soft (27),,,910
Max Chilton,Intermediate (8),Soft (37),Soft (24),,,,910
Esteban Gutierrez,Intermediate (8),Soft (24),,,,,910
Kamui Kobayashi,Intermediate (8),Soft (16),,,,,910
Sergio Perez,Intermediate (8),Soft (14),,,,,910
Nico Hulkenberg,Intermediate (8),Soft (6),,,,,910
Romain Grosjean,Intermediate (8),Soft (2),,,,,910
Marcus Ericsson,Intermediate (7),,,,,,910
Nico Rosberg,Super soft (15),Soft (26),Soft (26),,,,909
Valtteri Bottas,Super soft (15),Soft (25),Soft (27),,,,909
Lewis Hamilton,Soft (26),Soft (16),Super soft (8),Super soft (17),,,909
Sebastian Vettel,Super soft (14),Soft (20),Super soft (11),Soft (22),,,909
Fernando Alonso,Super soft (12),Soft (21),Soft (22),Super soft (12),,,909
Daniel Ricciardo,Super soft (13),Soft (22),Super soft (11),Soft (21),,,909
Nico Hulkenberg,Super soft (14),Soft (25),Soft (28),,,,909
Jenson Button,Super soft (13),Soft (18),Soft (30),Super soft (6),,,909
Kevin Magnussen,Super soft (1),Soft (28),Soft (24),Super soft (13),,,909
Sergio Perez,Super soft (14),Soft (20),Soft (18),Super soft (14),,,909
Kimi Raikkonen,Soft (20),Super soft (14),Soft (19),Super soft (13),,,909
Pastor Maldonado,Super soft (18),Super soft (20),Soft (28),,,,909
Jean-Eric Vergne,Super soft (13),Soft (24),Super soft (12),Soft (17),,,909
Esteban Gutierrez,Super soft (14),Super soft (17),Soft (19),Soft (16),,,909
Jules Bianchi,Super soft (20),Soft (25),Super soft (21),,,,909
Kamui Kobayashi,Super soft (15),Soft (17),Soft (16),Super soft (17),,,909
Max Chilton,Super soft (16),Soft (16),Soft (15),Super soft (18),,,909
Marcus Ericsson,Super soft (3),Soft (15),Soft (23),Super soft (24),,,909
Adrian Sutil,Super soft (16),Soft (16),Soft (15),Soft (0),,,909
Daniil Kvyat,Super soft (9),Soft (23),Soft (12),,,,909
Romain Grosjean,Soft (24),Super soft (2),,,,,909
Felipe Massa,Super soft,,,,,,909
Lewis Hamilton,Medium (24),Hard (17),Hard (11),,,,908
Valtteri Bottas,Medium (1),Medium (30),Hard (21),,,,908
Daniel Ricciardo,Medium (1),Hard (14),Medium (37),,,,908
Jenson Button,Medium (28),Hard (24),,,,,908
Sebastian Vettel,Medium (1),Hard (9),Medium (23),Medium (19),,,908
Fernando Alonso,Hard (1),Medium (24),Medium (27),,,,908
Kevin Magnussen,Medium (27),Hard (25),,,,,908
Nico Hulkenberg,Medium (29),Hard (23),,,,,908
Daniil Kvyat,Medium (14),Medium (21),Hard (17),,,,908
Jean-Eric Vergne,Medium (1),Hard (26),Medium (24),,,,908
Sergio Perez,Medium (1),Hard (25),Medium (25),,,,908
Romain Grosjean,Medium (1),Hard (29),Medium (21),,,,908
Adrian Sutil,Medium (1),Medium (22),Hard (28),,,,908
Jules Bianchi,Medium (1),Medium (28),Hard (22),,,,908
Kamui Kobayashi,Medium (1),Medium (17),Hard (11),Medium (21),,,908
Max Chilton,Medium (1),Medium (0),Medium (28),Hard (21),,,908
Pastor Maldonado,Medium (1),Medium (25),Hard (23),,,,908
Nico Rosberg,Medium (18),Medium (10),,,,,908
Marcus Ericsson,Medium (1),Medium (10),,,,,908
Esteban Gutierrez,Medium (9),,,,,,908
Kimi Raikkonen,Hard,,,,,,908
Felipe Massa,Medium,,,,,,908
Nico Rosberg,Super soft (11),Soft (29),Soft (31),,,,907
Lewis Hamilton,Super soft (13),Soft (26),Soft (32),,,,907
Valtteri Bottas,Super soft (15),Soft (26),Soft (30),,,,907
Felipe Massa,Super soft (14),Soft (29),Soft (28),,,,907
Fernando Alonso,Super soft (14),Soft (33),Soft (24),,,,907
Sergio Perez,Soft (29),Soft (26),Super soft (16),,,,907
Kevin Magnussen,Super soft (10),Soft (30),Soft (31),,,,907
Daniel Ricciardo,Super soft (10),Soft (33),Soft (28),,,,907
Nico Hulkenberg,Super soft (9),Soft (30),Soft (32),,,,907
Kimi Raikkonen,Super soft (15),Soft (29),Soft (27),,,,907
Jenson Button,Soft (27),Soft (31),Super soft (13),,,,907
Pastor Maldonado,Soft (26),Soft (30),Super soft (14),,,,907
Adrian Sutil,Super soft (11),Soft (32),Soft (27),,,,907
Romain Grosjean,Super soft (3),Soft (24),Soft (43),,,,907
Jules Bianchi,Soft (40),Super soft (29),,,,,907
Kamui Kobayashi,Super soft (14),Soft (55),,,,,907
Max Chilton,Soft (37),Super soft (32),,,,,907
Marcus Ericsson,Soft (28),Super soft (15),Soft (26),,,,907
Esteban Gutierrez,Super soft (12),Soft (33),Soft (24),,,,907
Jean-Eric Vergne,Super soft (8),Soft (31),Soft (20),,,,907
Sebastian Vettel,Super soft (20),Soft (8),Soft (6),,,,907
Daniil Kvyat,Super soft (10),Soft (14),,,,,907
Daniel Ricciardo,Super soft (13),Soft (24),Soft (33),,,,906
Nico Rosberg,Super soft (18),Soft (26),Soft (26),,,,906
Sebastian Vettel,Super soft (15),Soft (21),Soft (34),,,,906
Jenson Button,Super soft (14),Soft (24),Soft (32),,,,906
Nico Hulkenberg,Soft (41),Super soft (29),,,,,906
Fernando Alonso,Super soft (16),Soft (28),Soft (26),,,,906
Valtteri Bottas,Super soft (14),Soft (21),Soft (35),,,,906
Jean-Eric Vergne,Super soft (15),Soft (24),Soft (31),,,,906
Kevin Magnussen,Super soft (15),Soft (30),Soft (25),,,,906
Kimi Raikkonen,Super soft (17),Soft (22),Soft (31),,,,906
Sergio Perez,Super soft (34),Soft (35),,,,,906
Felipe Massa,Super soft (15),Soft (33),Soft (21),,,,906
Adrian Sutil,Super soft (15),Soft (25),Soft (29),,,,906
Esteban Gutierrez,Soft (1),Super soft (1),Soft (30),Soft (32),,,906
Romain Grosjean,Super soft (11),Soft (35),Soft (13),,,,906
Daniil Kvyat,Soft (29),Super soft (17),Soft (1),,,,906
Lewis Hamilton,Super soft (19),Soft (26),Soft (1),,,,906
Kamui Kobayashi,Super soft (23),,,,,,906
Pastor Maldonado,Soft (21),,,,,,906
Marcus Ericsson,Soft (7),,,,,,906
Jules Bianchi,Soft,,,,,,906
Max Chilton,Soft,,,,,,906
Nico Rosberg,Super soft (26),Soft (52),,,,,905
Lewis Hamilton,Super soft (26),Soft (52),,,,,905
Daniel Ricciardo,Super soft (26),Soft (52),,,,,905
Fernando Alonso,Super soft (26),Soft (52),,,,,905
Nico Hulkenberg,Soft (26),Super soft (51),,,,,905
Jenson Button,Super soft (25),Soft (52),,,,,905
Felipe Massa,Super soft (45),Soft (32),,,,,905
Romain Grosjean,Super soft (1),Soft (22),Super soft (54),,,,905
Jules Bianchi,Soft (25),Super soft (52),,,,,905
Kevin Magnussen,Super soft (26),Soft (51),,,,,905
Marcus Ericsson,Soft (25),Super soft (26),Super soft (26),,,,905
Kimi Raikkonen,Super soft (26),Soft (2),Soft (45),Super soft (4),,,905
Kamui Kobayashi,Super soft (25),Soft (37),Super soft (13),,,,905
Max Chilton,Soft (24),Super soft (3),Super soft (39),Super soft (9),,,905
Esteban Gutierrez,Super soft (25),Soft (34),,,,,905
Valtteri Bottas,Super soft (26),Soft (29),,,,,905
Jean-Eric Vergne,Super soft (26),Soft (24),,,,,905
Adrian Sutil,Soft (1),Super soft (22),,,,,905
Daniil Kvyat,Super soft (10),,,,,,905
Sebastian Vettel,Super soft (4),Soft (1),,,,,905
Pastor Maldonado,Soft (0),,,,,,905
Sergio Perez,Super soft (0),,,,,,905
Lewis Hamilton,Medium (18),Medium (25),Hard (23),,,,904
Nico Rosberg,Medium (21),Hard (24),Medium (21),,,,904
Daniel Ricciardo,Medium (14),Medium (31),Hard (21),,,,904
Sebastian Vettel,Medium (12),Hard (21),Medium (19),Medium (14),,,904
Valtteri Bottas,Medium (20),Medium (25),Hard (21),,,,904
Fernando Alonso,Medium (16),Medium (19),Hard (18),Medium (13),,,904
Kimi Raikkonen,Medium (17),Medium (26),Hard (22),,,,904
Romain Grosjean,Medium (15),Medium (19),Hard (31),,,,904
Sergio Perez,Medium (18),Hard (19),Medium (28),,,,904
Nico Hulkenberg,Medium (17),Medium (19),Hard (29),,,,904
Jenson Button,Medium (17),Medium (19),Hard (29),,,,904
Kevin Magnussen,Medium (19),Medium (22),Hard (24),,,,904
Felipe Massa,Medium (15),Medium (13),Hard (18),Hard (19),,,904
Daniil Kvyat,Medium (18),Medium (18),Hard (17),Medium (12),,,904
Pastor Maldonado,Medium (15),Medium (22),Hard (28),,,,904
Esteban Gutierrez,Medium (18),Medium (18),Hard (16),Medium (13),,,904
Adrian Sutil,Medium (17),Medium (18),Hard (30),,,,904
Jules Bianchi,Medium (21),Medium (20),Hard (23),,,,904
Max Chilton,Medium (17),Medium (14),Medium (11),Hard (22),,,904
Marcus Ericsson,Medium (18),Medium (22),Hard (24),,,,904
Kamui Kobayashi,Medium (23),Medium (11),,,,,904
Jean-Eric Vergne,Hard (16),Medium (8),,,,,904
Lewis Hamilton,Soft (17),Medium (21),Medium (16),,,,903
Nico Rosberg,Soft (13),Medium (24),Medium (17),,,,903
Fernando Alonso,Soft (11),Medium (22),Medium (21),,,,903
Daniel Ricciardo,Soft (15),Medium (22),Medium (17),,,,903
Sebastian Vettel,Soft (12),Medium (22),Medium (20),,,,903
Nico Hulkenberg,Soft (11),Medium (20),Medium (23),,,,903
Valtteri Bottas,Soft (12),Medium (19),Medium (23),,,,903
Kimi Raikkonen,Soft (10),Medium (21),Medium (23),,,,903
Sergio Perez,Soft (10),Medium (20),Medium (24),,,,903
Daniil Kvyat,Soft (14),Medium (17),Medium (22),,,,903
Jenson Button,Soft (7),Medium (21),Medium (25),,,,903
Jean-Eric Vergne,Soft (15),Soft (17),Medium (21),,,,903
Kevin Magnussen,Medium (17),Soft (14),Medium (22),,,,903
Pastor Maldonado,Soft (11),Medium (21),Medium (21),,,,903
Felipe Massa,Soft (10),Medium (21),Medium (22),,,,903
Esteban Gutierrez,Soft (14),Medium (13),Medium (13),Soft (13),,,903
Jules Bianchi,Soft (11),Medium (17),Medium (25),,,,903
Kamui Kobayashi,Soft (11),Medium (19),Soft (10),Soft (13),,,903
Max Chilton,Soft (12),Medium (20),Medium (16),Soft (4),,,903
Marcus Ericsson,Soft (10),Medium (17),Soft (15),Soft (10),,,903
Romain Grosjean,Soft (9),Medium (19),,,,,903
Adrian Sutil,Soft (5),,,,,,903
Lewis Hamilton,Soft (19),Soft (22),Medium (16),,,,902
Nico Rosberg,Soft (21),Medium (20),Soft (16),,,,902
Sergio Perez,Soft (16),Soft (18),Medium (23),,,,902
Daniel Ricciardo,Soft (18),Medium (17),Soft (22),,,,902
Nico Hulkenberg,Soft (15),Soft (20),Medium (22),,,,902
Sebastian Vettel,Medium (16),Soft (18),Soft (23),,,,902
Felipe Massa,Soft (13),Soft (15),Soft (10),Medium (19),,,902
Valtteri Bottas,Soft (10),Soft (15),Soft (15),Medium (17),,,902
Fernando Alonso,Soft (12),Soft (16),Medium (13),Medium (16),,,902
Kimi Raikkonen,Soft (13),Soft (20),Medium (8),Medium (16),,,902
Daniil Kvyat,Soft (10),Soft (14),Medium (15),Soft (18),,,902
Romain Grosjean,Soft (13),Soft (15),Medium (9),Soft (20),,,902
Max Chilton,Soft (11),Soft (17),Medium (12),Soft (17),,,902
Pastor Maldonado,Soft (19),Soft (20),Medium (1),Soft (17),,,902
Kamui Kobayashi,Soft (15),Soft (20),Medium (22),,,,902
Jules Bianchi,Soft (10),Soft (3),Medium (18),Soft (9),Medium (16),,902
Jenson Button,Soft (17),Soft (18),Medium (20),,,,902
Kevin Magnussen,Soft (14),Soft (11),Soft (13),Medium (2),,,902
Esteban Gutierrez,Soft (12),Soft (15),Soft (12),,,,902
Marcus Ericsson,Soft (11),Soft (15),Soft (7),,,,902
Jean-Eric Vergne,Soft (1),Medium (13),Soft (4),,,,902
Adrian Sutil,Medium (7),Soft (6),Soft (4),,,,902
Lewis Hamilton,Medium (15),Medium (18),Medium (18),Hard (5),,,901
Nico Rosberg,Medium (14),Medium (18),Medium (18),Hard (6),,,901
Sebastian Vettel,Medium (13),Medium (18),Medium (18),Hard (7),,,901
Fernando Alonso,Medium (11),Medium (16),Hard (15),Medium (14),,,901
Nico Hulkenberg,Medium (16),Medium (18),Hard (22),,,,901
Jenson Button,Medium (13),Medium (12),Medium (14),Hard (17),,,901
Felipe Massa,Medium (12),Medium (15),Medium (15),Hard (14),,,901
Valtteri Bottas,Medium (14),Medium (15),Medium (15),Hard (12),,,901
Kevin Magnussen,Medium (9),Medium (15),Medium (15),Hard (16),,,901
Daniil Kvyat,Medium (10),Medium (12),Hard (12),Medium (21),,,901
Romain Grosjean,Medium (12),Medium (13),Medium (15),Hard (15),,,901
Kimi Raikkonen,Medium (2),Medium (16),Hard (16),Medium (21),,,901
Kamui Kobayashi,Medium (15),Medium (16),Hard (24),,,,901
Marcus Ericsson,Medium (11),Medium (15),Medium (12),Hard (16),,,901
Max Chilton,Medium (10),Medium (17),Medium (14),Hard (13),,,901
Daniel Ricciardo,Medium (12),Medium (16),Hard (12),Medium (2),Hard (2),Hard (5),901
Esteban Gutierrez,Medium (10),Medium (13),Hard (12),,,,901
Adrian Sutil,Medium (11),Hard (13),Hard (8),,,,901
Jean-Eric Vergne,Medium (2),Hard (15),Medium (1),,,,901
